ID.x,Age,ChildrenNumber,CountryCitizen,EmploymentField,EmploymentStatus,ExpectedEarning,Gender,Income,JobPref,JobRoleInterest,LanguageAtHome,MaritalStatus,SchoolDegree,StudentDebtOwe
1a335f7beae8d942afc9a70f2401551e,37,NA,United States of America,office and administrative support,Employed for wages,NA,female,6000,freelance ,NA,English,NA,bachelor's degree,29000
fd11302ead7a6e8a52a3e5bbcf957373,28,NA,United States of America,sales,Employed for wages,NA,male,36000,start your own business,NA,English,NA,bachelor's degree,NA
e4a2350d0605f4f4a91e25dc1784713d,11,NA,India,NA,NA,NA,male,NA,freelance ,NA,Bengali,NA,no high school (secondary school),NA
ee2a48b55a05f1eba62b964a0ee78357,24,NA,Russia,NA,Not working but looking for work,NA,female,NA,freelance ,NA,Russian,NA,bachelor's degree,NA
843255e440dc3841d73481fda30d542e,29,3,United States of America,office and administrative support,Employed for wages,65000,female,40000,work for a medium-sized company,  Front-End Web Developer,English,married or domestic partnership,"professional degree (MBA, MD, JD, etc.)",160000
bb02b56cca8c48d2b5099658059b0f8e,23,NA,United States of America,sales,Employed for wages,30000,male,NA,work for a medium-sized company,  Quality Assurance Engineer,English,married or domestic partnership,bachelor's degree,29053
a2198bea25cd34ebd87e137f6c8c8327,42,2,United Kingdom,finance,Employed for wages,NA,male,34000,start your own business,NA,English,married or domestic partnership,"some college credit, no degree",5000
671f841f6c0004ce41ed46d9fdf0b851,39,NA,Russia,NA,Not working but looking for work,35000,male,NA,work for a multinational corporation,  Front-End Web Developer,Russian,NA,some high school,NA
ab89848c552111fb0f0f0ee29ccd2be9,19,NA,Spain,NA,Not working and not looking for work,NA,male,NA,work for a multinational corporation,  Data Scientist / Data Engineer,Spanish,NA,"some college credit, no degree",NA
a9c5b2809b2146bd8dd34d1b47071866,38,1,United States of America,software development and IT,Employed for wages,NA,female,55000,NA,NA,English,married or domestic partnership,master's degree (non-professional),45000
a2c1c84739d904833864a5ac7e2f5daa,36,1,Jamaica,"arts, entertainment, sports, or media",Employed for wages,NA,male,20000,start your own business,NA,English,married or domestic partnership,"some college credit, no degree",NA
b45edca5508f156e686c4c4459c491ed,35,NA,United States of America,education,Employed for wages,NA,male,28000,freelance ,NA,English,NA,bachelor's degree,12000
2e7d3fd9bc787de10d37d1bd7a5c9702,15,NA,"Netherlands (Holland, Europe)",NA,Not working and not looking for work,NA,male,NA,start your own business,NA,Dutch,NA,high school diploma or equivalent (GED),NA
4750543eb6c0fa7299956078009c2d76,34,1,Russia,software development and IT,Employed for wages,NA,male,50000,NA,NA,Russian,married or domestic partnership,"professional degree (MBA, MD, JD, etc.)",NA
a927dc641f871383a25920baaff61916,13,NA,United States of America,NA,Unable to work,NA,female,NA,start your own business,NA,English,NA,no high school (secondary school),NA
2ccb19db37e232ded41f57c836febccc,28,NA,United States of America,office and administrative support,Employed for wages,NA,female,41000,start your own business,NA,English,NA,bachelor's degree,35000
731e752b968346e083913290a56e9cd5,30,2,United States of America,NA,Employed for wages,NA,male,20000,start your own business,NA,English,married or domestic partnership,"some college credit, no degree",NA
1a1db32f438f6e45f767cc047d7cdbbc,38,3,United States of America,software development and IT,Employed for wages,80000,male,160000,work for a medium-sized company,Full-Stack Web Developer,English,married or domestic partnership,bachelor's degree,NA
707b13bf0fad3df66dcd7009f8d61e38,37,NA,Ukraine,software development and IT,Employed for wages,NA,male,26000,NA,NA,Russian,married or domestic partnership,"professional degree (MBA, MD, JD, etc.)",NA
1753d5b6fcdf56608282c93d7709e79b,24,NA,United States of America,software development and IT,Employed for wages,NA,male,32000,start your own business,NA,English,married or domestic partnership,bachelor's degree,20000
be47b784c7074bd48f34d3150c8a7226,31,2,United States of America,architecture or physical engineering,Employed for wages,75000,male,70000,work for a startup,  Data Scientist / Data Engineer,English,married or domestic partnership,bachelor's degree,NA
088b129306a36477f51b05c850585684,18,NA,India,NA,NA,10000,male,NA,work for a multinational corporation,  Data Scientist / Data Engineer,Hindi,NA,some high school,10000
0bdead406c59f2267e2c6f9bf9f4cc73,27,NA,India,finance,Employed for wages,NA,male,12000,NA,NA,Hindi,"single, never married",bachelor's degree,NA
d4b8761f2ba4cdc79044f675d8e01cf2,37,2,United States of America,finance,Employed for wages,60000,female,68000,work for a medium-sized company,  Data Scientist / Data Engineer,English,married or domestic partnership,"professional degree (MBA, MD, JD, etc.)",60000
4737cf41d924c223172a6ff8496f98ab,24,NA,United States of America,sales,Employed for wages,40000,male,13000,work for a medium-sized company,  User Experience Designer,English,NA,bachelor's degree,NA
9ffb0071b29a49a7ec614321e97d2c38,32,2,Canada,software development and IT,Employed for wages,NA,male,41000,NA,NA,English,married or domestic partnership,high school diploma or equivalent (GED),NA
cb228a1ff0948a1a8f62cff85858c2d3,19,NA,Spain,NA,NA,40000,male,NA,work for a medium-sized company,  Mobile Developer,English,NA,high school diploma or equivalent (GED),NA
204c5c577226f2c35db3ab3df87fb0ac,27,NA,Uruguay,software development and IT,Employed for wages,NA,female,NA,NA,NA,Spanish,NA,bachelor's degree,NA
feface6305c41b640999c16d9c212e7a,25,NA,Brazil,transportation,Employed for wages,NA,male,12000,start your own business,NA,Portuguese,NA,bachelor's degree,NA
a275438d8887bcd1c755125d65799f0d,19,NA,Poland,NA,Doing an unpaid internship,NA,male,NA,freelance ,NA,Polish,NA,some high school,NA
010cc6f3a8b176f858d19f922f842381,21,NA,Portugal,NA,NA,NA,male,NA,freelance ,NA,Portuguese,NA,high school diploma or equivalent (GED),NA
8f023f4a6a6a67ee2a3b4184d123b8ec,26,NA,United Kingdom,education,Employed for wages,NA,male,45000,freelance ,NA,English,NA,bachelor's degree,25000
3d2508086c2a9660cd52ee1a0aafbe9f,27,NA,Sweden,NA,NA,NA,male,NA,freelance ,NA,Swedish,NA,high school diploma or equivalent (GED),NA
d1b25a9fddfe2b0c68ecdff5ac2c496f,31,NA,United States of America,software development and IT,Employed for wages,70000,male,35000,work for a medium-sized company,  Data Scientist / Data Engineer,English,NA,bachelor's degree,16000
150827cab0687695064cfcb946ce351a,23,NA,United States of America,sales,Employed for wages,45000,male,18000,work for a startup,  Data Scientist / Data Engineer,English,NA,"some college credit, no degree",15000
13d14968c0aa4f84326b43aad8a2e0ff,23,NA,India,NA,Not working but looking for work,NA,male,NA,work for a startup,Full-Stack Web Developer,Telugu,NA,bachelor's degree,NA
786a4af7660cffe22a958811d2a6344d,43,NA,Spain,software development and IT,Employed for wages,NA,male,18000,start your own business,NA,Spanish,NA,associate's degree,NA
8134628bbdbec81ee5849a919d569cc0,26,NA,United States of America,software development and IT,Employed for wages,NA,female,70000,NA,NA,English,NA,bachelor's degree,24000
5d3304b3850fd184d1583d32670057b5,39,1,Pakistan,NA,Not working but looking for work,12000,male,NA,work for a multinational corporation,Full-Stack Web Developer,Sindhi,divorced,master's degree (non-professional),NA
26912913216c86578e9ec731e471f097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4f643bbf01f842700ecb3aab1ac5795e,41,1,Peru,office and administrative support,Employed for wages,60000,male,40000,work for a startup,  Mobile Developer,Spanish,"single, never married",bachelor's degree,NA
770942614136ff1cb220ec31fe2b85fb,31,2,United States of America,NA,Not working but looking for work,NA,female,NA,freelance ,NA,English,married or domestic partnership,bachelor's degree,40000
23520f358c01ed480950d0b5d0f34d7a,25,NA,United States of America,software development and IT,Employed for wages,NA,male,25000,NA,NA,English,NA,bachelor's degree,NA
ddafdb0556d34779859c51ae9224c8a5,26,NA,United States of America,NA,Employed for wages,45000,female,36000,work for a medium-sized company,  Front-End Web Developer,English,married or domestic partnership,bachelor's degree,65000
fd3485bab71f9f5e060b30c2a1d4d61e,38,1,Canada,software development and IT,Employed for wages,NA,male,NA,NA,NA,English,married or domestic partnership,"trade, technical, or vocational training",NA
1f4e2217b20790aa933a194473241bd6,25,NA,Australia,"arts, entertainment, sports, or media",Self-employed freelancer,NA,male,60000,start your own business,NA,English,NA,bachelor's degree,NA
341e84405857fcc7ad6728adba9d5fe9,19,NA,Hungary,NA,Not working but looking for work,30000,male,NA,work for a medium-sized company,  Mobile Developer,Hungarian,NA,high school diploma or equivalent (GED),NA
552ef7a0c4cb1f1a887e1c3151754a80,28,NA,Portugal,"arts, entertainment, sports, or media",Employed for wages,NA,male,14000,start your own business,NA,Portuguese,NA,bachelor's degree,NA
585626455876598219a223d52acb6e2b,NA,NA,India,NA,Not working and not looking for work,NA,NA,NA,freelance ,NA,Malayalam,"single, never married",high school diploma or equivalent (GED),NA
f9951cf198a1b8c895a9fdb43b20dc41,20,NA,Philippines,NA,Not working but looking for work,60000,male,NA,work for a multinational corporation,Full-Stack Web Developer,Tagalog,NA,bachelor's degree,NA
32f777fc5aa08d5ddae651f13903b74d,30,NA,United States of America,office and administrative support,Employed for wages,NA,female,58000,work for a medium-sized company,Full-Stack Web Developer,English,NA,bachelor's degree,NA
4d774fdd009fe031a059f9ae45cbde90,25,NA,United States of America,software development and IT,Employed for wages,80000,female,90000,work for a medium-sized company,  Data Scientist / Data Engineer,English,NA,bachelor's degree,NA
67331c463729553345aab269db87cc3b,36,NA,United States of America,software development and IT,Self-employed business owner,NA,male,40000,NA,NA,English,married or domestic partnership,"professional degree (MBA, MD, JD, etc.)",NA
1b618b4e5a8b6f9c95fab829288ca0bb,41,1,United States of America,software development and IT,Employed for wages,90000,male,86000,work for a multinational corporation,Full-Stack Web Developer,English,married or domestic partnership,master's degree (non-professional),20000
2870014ab6a02c29e8c8c259e18b41a1,37,1,Greece,NA,Military,NA,male,NA,start your own business,NA,Greek,married or domestic partnership,bachelor's degree,NA
da453aeb316ec23b04127ff897c22d33,25,NA,Portugal,NA,Not working but looking for work,NA,female,NA,freelance ,NA,Portuguese,NA,master's degree (non-professional),NA
8391bcfc2dcd5afdebfe6f6014772f14,34,NA,United States of America,office and administrative support,Self-employed freelancer,75000,male,20000,work for a startup,Full-Stack Web Developer,English,NA,"some college credit, no degree",NA
13007b00e39cabb0111429adf56f7c3f,33,NA,United States of America,sales,Employed for wages,100000,female,70000,work for a medium-sized company,  Data Scientist / Data Engineer,English,NA,bachelor's degree,NA
e6a6268d9fe21754d60adc22ee791a69,NA,NA,NA,NA,NA,NA,NA,NA,NA,Back-End Web Developer,NA,NA,NA,NA
d77b613b5f77a3398718de4699d165e5,25,NA,France,architecture or physical engineering,Employed for wages,43800,female,33550,work for a startup,Full-Stack Web Developer,French,NA,master's degree (non-professional),NA
7f3d716eeda851076606b0ecac67ace9,35,1,Russia,software development and IT,Employed for wages,24000,male,8000,work for a medium-sized company,Full-Stack Web Developer,Russian,married or domestic partnership,master's degree (non-professional),NA
3cce60fcb0312a04bb22dc3210a68dbf,26,NA,United States of America,NA,Not working but looking for work,65000,male,NA,work for a startup,Full-Stack Web Developer,English,NA,bachelor's degree,80000
e8607af92777a7989db8ea812dae06fe,27,NA,Argentina,NA,Employed for wages,NA,female,13000,start your own business,NA,Spanish,NA,bachelor's degree,NA
486b2068e4e7e4fbf88b6c756e496566,30,NA,United States of America,software development and IT,Employed for wages,NA,male,60000,NA,NA,English,NA,master's degree (non-professional),NA
434ab05b79a900b8e67211a6fca52cbf,18,NA,India,NA,Not working and not looking for work,150000,male,NA,work for a multinational corporation,  Mobile Developer,Hindi,NA,some high school,NA
55a86127c5f9c23d1d3aef65a6948d8b,26,NA,United States of America,NA,Employed for wages,NA,male,11000,start your own business,NA,Spanish,NA,"some college credit, no degree",14000
d568ba0268492185b5a98f9f1a569c5e,26,1,United States of America,sales,Employed for wages,NA,male,14000,freelance ,NA,English,"single, never married","some college credit, no degree",15000
95a773243807fae94853600eb2f712ba,28,NA,Indonesia,office and administrative support,Self-employed freelancer,NA,male,7000,freelance ,NA,Malay Bhasa Indonesia,NA,master's degree (non-professional),NA
52f8bb61fa50ebaaede5fd479a6e49f3,27,NA,Brazil,NA,Employed for wages,40000,male,20000,work for a startup,Full-Stack Web Developer,Portuguese,married or domestic partnership,"professional degree (MBA, MD, JD, etc.)",NA
7ee3ca698f69c26214a459075fde128b,34,NA,United Kingdom,NA,Self-employed freelancer,50000,male,16000,work for a startup,  Front-End Web Developer,English,NA,bachelor's degree,30
bd1e486141748df9503c2a17272510d3,36,NA,Mexico,software development and IT,Self-employed freelancer,NA,male,NA,work for a startup,  Mobile Developer,Spanish,NA,bachelor's degree,NA
16a328da44ceb840863031f35dd3923e,22,NA,Brazil,software development and IT,Employed for wages,NA,male,25000,NA,NA,Portuguese,NA,master's degree (non-professional),NA
54bda0adcf9aa98fa0b3f9b5f608c851,21,NA,India,NA,Not working but looking for work,7000,male,NA,work for a multinational corporation,Full-Stack Web Developer,Hindi,NA,"some college credit, no degree",NA
0c74ada07ff4ea3f1bf48b4fd79159f9,40,NA,United States of America,education,Employed for wages,40000,male,34000,work for a startup,  Mobile Developer,Spanish,NA,associate's degree,NA
87f04e2ef23e2c517c73e438da1867b1,34,NA,Colombia,software development and IT,Employed for wages,NA,male,7335,NA,NA,Spanish,NA,master's degree (non-professional),NA
7a2c672065d3802525c733efc1b16219,29,NA,Canada,NA,Employed for wages,NA,male,10000,freelance ,NA,English,NA,associate's degree,20000
d14d4c00c7a2343d0caac863a1b2a68c,59,NA,United States of America,NA,Not working but looking for work,65000,female,NA,work for a startup,Back-End Web Developer,English,NA,bachelor's degree,15000
555eaa569a9fa8dae4bb3fc595416a2d,36,3,United States of America,NA,Unable to work,NA,male,NA,freelance ,NA,English,married or domestic partnership,"some college credit, no degree",30000
f0c9d0fa4953438fb8b08fb96cf1999e,30,NA,Brazil,office and administrative support,Employed for wages,60000,male,12000,work for a medium-sized company,Back-End Web Developer,Portuguese,NA,bachelor's degree,NA
314f25286c557341e3eede2a091dc4c7,27,NA,United States of America,"arts, entertainment, sports, or media",Employed for wages,NA,male,46000,start your own business,NA,English,NA,bachelor's degree,75000
3eac2d0669a40ad9ef572efac623d28a,28,NA,United States of America,software development and IT,Employed for wages,NA,male,53000,freelance ,NA,English,NA,bachelor's degree,35000
063055a8685fbfde69aca725b75654ce,27,NA,Turkey,software development and IT,Employed for wages,NA,male,17000,NA,NA,Turkish,NA,bachelor's degree,NA
a9482be4e19df9720bd6d2dc0c8d6ef1,24,NA,United Kingdom,"arts, entertainment, sports, or media",Employed for wages,NA,male,40000,NA,NA,English,NA,bachelor's degree,38000
8a9aa6e380a8a71a54d145cf1e195f1d,31,1,United States of America,software development and IT,Employed for wages,NA,male,NA,NA,NA,English,married or domestic partnership,bachelor's degree,NA
a747e1a53787b48934e9796fb671ec45,30,NA,United States of America,software development and IT,Employed for wages,NA,male,80000,freelance ,NA,English,NA,bachelor's degree,NA
cf2262c7d0e3d51d08c5ca72b0c6840f,30,NA,Philippines,NA,Not working but looking for work,10000,female,NA,work for a startup,Full-Stack Web Developer,Tagalog,NA,bachelor's degree,NA
917f779f072d7c0e4fd75a4d2d3344ce,24,NA,Indonesia,health care,Employed for wages,NA,female,NA,start your own business,NA,Malay Bhasa Indonesia,NA,master's degree (non-professional),NA
2f5b7545ff3bf003e24cfcf761e6d87f,21,NA,India,NA,Not working but looking for work,150000,male,NA,work for a multinational corporation,Full-Stack Web Developer,Hindi,NA,bachelor's degree,NA
175995aedf9c877eee773b8a19ae8347,33,NA,United States of America,education,Self-employed freelancer,NA,male,80000,freelance ,NA,English,NA,"professional degree (MBA, MD, JD, etc.)",NA
4990f7bca8d7c54761c83a991a1fc79a,17,NA,United States of America,NA,NA,NA,male,NA,start your own business,NA,English,NA,some high school,NA
c62660a78f620bb9cd9d2abda6dcc4df,53,NA,Canada,software development and IT,Employed for wages,60000,female,50000,work for a medium-sized company,Back-End Web Developer,English,NA,bachelor's degree,NA
afe5d87ff64e0c1527b6420c46fb13fa,25,NA,United Kingdom,NA,Not working but looking for work,70000,male,NA,work for a startup,  Data Scientist / Data Engineer,English,NA,master's degree (non-professional),20000
8d775fb97d2206c50c528f21ea6850db,20,NA,India,software development and IT,Self-employed freelancer,30000,male,NA,work for a multinational corporation,  Mobile Developer,Malayalam,NA,some high school,NA
b9761d4be15812a4263401aabfb51ee2,25,NA,India,software development and IT,Employed for wages,NA,male,NA,NA,NA,Hindi,NA,bachelor's degree,8000
7c477a8f850aba455918f552ef048bba,44,3,United States of America,NA,Not working but looking for work,50000,male,NA,work for a startup,Back-End Web Developer,English,married or domestic partnership,high school diploma or equivalent (GED),NA
c4ea019f510c727a068010cf703e94d1,42,2,Ukraine,software development and IT,Self-employed freelancer,NA,male,NA,NA,NA,Russian,separated,high school diploma or equivalent (GED),NA
5f243b23e65df8b21f0a5d148c3b1c1c,30,1,United States of America,education,Employed for wages,45000,female,30000,work for a medium-sized company,Full-Stack Web Developer,English,married or domestic partnership,master's degree (non-professional),NA
d6e5b7853e995f4a5b3057d6fb5211c2,33,NA,South Africa,software development and IT,Employed for wages,NA,male,30400,start your own business,NA,English,married or domestic partnership,"some college credit, no degree",NA
31ed8374a7ef024e698a445caadce721,38,NA,Italy,NA,Employed for wages,80000,female,NA,work for a medium-sized company,  Data Scientist / Data Engineer,Italian,NA,Ph.D.,NA
2f5361bc896f5a8fe4922273de8fed84,31,2,United States of America,software development and IT,Employed for wages,NA,male,55000,NA,NA,English,married or domestic partnership,bachelor's degree,60000
a7c3bea937220f5883ac17b8f728e816,27,NA,India,NA,Not working but looking for work,NA,male,NA,freelance ,NA,English,NA,"professional degree (MBA, MD, JD, etc.)",NA
4aa237d973c9d1b7334738faa69ec48d,38,1,Brazil,software development and IT,Employed for wages,15000,male,NA,work for a multinational corporation,Back-End Web Developer,Portuguese,married or domestic partnership,bachelor's degree,NA
bfe2331f455990f30fb8310f362c2daa,40,NA,United States of America,education,Employed for wages,NA,male,NA,NA,NA,English,NA,"professional degree (MBA, MD, JD, etc.)",NA
3bb3a0ce5db07c3abe9d6c3d2319045d,31,NA,United States of America,NA,Not working and not looking for work,50000,female,NA,work for a medium-sized company,  Front-End Web Developer,English,NA,master's degree (non-professional),6500
259a409ab2f7ff922cef23acf7a9facf,29,NA,Turkey,NA,Not working but looking for work,NA,male,NA,freelance ,NA,Turkish,NA,bachelor's degree,NA
7e2da85685bd471dd3dbe0c6f00041c5,37,4,Estonia,NA,A stay-at-home parent or homemaker,NA,female,NA,freelance ,NA,Swedish,married or domestic partnership,bachelor's degree,NA
088fca1e2dd7defee4c9dcb68ade9144,30,NA,Ukraine,software development and IT,Employed for wages,NA,male,18000,NA,NA,Ukrainian,"single, never married",bachelor's degree,NA
97d27f044c5227b398d627ff65225835,32,NA,Philippines,sales,Employed for wages,15000,male,6250,work for a startup,Full-Stack Web Developer,Tagalog,NA,bachelor's degree,NA
2410ead6de0ef8a3d7351bd46060992a,36,NA,United States of America,software development and IT,Employed for wages,NA,male,NA,NA,NA,English,NA,bachelor's degree,NA
ac66a6512955979ae7de9f2c364d4cf5,27,NA,Romania,software development and IT,Employed for wages,10000,male,6000,work for a multinational corporation,  Front-End Web Developer,Romanian,NA,master's degree (non-professional),NA
26a662fe6645dc614875e7e2264cb26e,31,1,United States of America,software development and IT,Employed for wages,NA,male,100000,NA,NA,English,married or domestic partnership,bachelor's degree,1800
d0e71924623306a4e41771f9c7bacd0f,31,2,United States of America,NA,A stay-at-home parent or homemaker,65000,female,NA,work for a medium-sized company,  Front-End Web Developer,English,married or domestic partnership,master's degree (non-professional),NA
e446b9cc5f8456334b449307936fd411,25,NA,Uruguay,software development and IT,Employed for wages,NA,male,10000,NA,NA,Spanish,"single, never married","some college credit, no degree",NA
0171625bf06ace3199b23455742695cb,38,NA,United States of America,software development and IT,Employed for wages,75000,male,85000,work for a multinational corporation,  Quality Assurance Engineer,English,married or domestic partnership,bachelor's degree,NA
2c430313325bb647ce0d66cbcd3bb0e4,30,2,United States of America,finance,Employed for wages,80000,female,55000,work for a medium-sized company,  Data Scientist / Data Engineer,English,married or domestic partnership,master's degree (non-professional),25000
c9e4b8d26b6016020adaa3ce6177187b,20,NA,India,NA,Not working and not looking for work,10000,male,NA,work for a multinational corporation,Back-End Web Developer,Tamil,NA,high school diploma or equivalent (GED),NA
4593ec4bdcf942fbd32a902e3917f9aa,28,NA,United States of America,food and beverage,Employed for wages,50000,male,16000,work for a medium-sized company,  Front-End Web Developer,English,NA,bachelor's degree,65000
f3854e9b20f32e6a4f2c5e1bfbc71865,30,NA,Portugal,NA,Not working but looking for work,30000,male,NA,work for a medium-sized company,  Front-End Web Developer,Portuguese,NA,master's degree (non-professional),NA
733760b67ae272a6d1b22c1c8ea2eaf2,28,NA,Ghana,NA,Not working but looking for work,NA,male,NA,NA,NA,English,NA,bachelor's degree,NA
15aaa4f29dbb2063021f9c87924033c5,24,NA,Russia,NA,Not working but looking for work,NA,female,NA,work for a medium-sized company,  Front-End Web Developer,Russian,NA,bachelor's degree,NA
217307ff7708d4748c52d4c14ebe6d0e,23,NA,United States of America,finance,Employed for wages,60000,male,25000,work for a startup,Full-Stack Web Developer,English,NA,bachelor's degree,33000
f5ccd68d1ea1a6011e6598b446d8c22c,30,NA,Brazil,software development and IT,Employed for wages,NA,male,35000,NA,NA,Portuguese,married or domestic partnership,bachelor's degree,NA
62bf3941e89d9f635010600cc98eb351,27,NA,Brazil,NA,Not working but looking for work,24000,male,NA,work for a startup,Full-Stack Web Developer,Portuguese,NA,"some college credit, no degree",NA
bdcc58a9f72a4d83668c1743df2b57ec,37,2,United States of America,architecture or physical engineering,Employed for wages,60000,male,45000,work for a medium-sized company,  Data Scientist / Data Engineer,English,married or domestic partnership,"some college credit, no degree",30000
18fade6706c090668d8b6c180c357bf2,51,NA,United States of America,education,Employed for wages,75000,female,30000,work for a medium-sized company,  Product Manager,English,NA,"professional degree (MBA, MD, JD, etc.)",NA
0a1e80ba49cdb21b31ff919e284e2177,27,NA,United States of America,software development and IT,Employed for wages,NA,male,15000,start your own business,NA,Spanish,NA,"some college credit, no degree",NA
2a3829e81bda72d4521359a72c5efa86,35,NA,United States of America,food and beverage,Employed for wages,NA,male,40000,freelance ,NA,English,divorced,"trade, technical, or vocational training",NA
be75f50b7a8148eae4894a102e8d8623,27,NA,Canada,education,Employed for wages,NA,male,NA,start your own business,NA,English,NA,bachelor's degree,NA
bac569cf46c3ce56418d54e00f2e2d48,29,NA,United States of America,software development and IT,Employed for wages,NA,female,47000,freelance ,NA,English,NA,bachelor's degree,NA
cca8df9ad22cc5f3ac76c9dfd427856e,23,NA,Morocco,NA,Not working but looking for work,NA,male,NA,freelance ,NA,Arabic,NA,bachelor's degree,NA
b802d3fd7d2e46d0c7b3685f9f6d7773,18,NA,Romania,NA,Not working but looking for work,NA,male,NA,start your own business,NA,Spanish,NA,high school diploma or equivalent (GED),NA
d10cf37208bf9632e41016d46fb8571d,49,2,United States of America,NA,Not working but looking for work,60000,male,NA,work for a startup,Full-Stack Web Developer,English,married or domestic partnership,"trade, technical, or vocational training",NA
91c0185d2ef9b28bbde995ced72eeb8f,20,NA,Switzerland,NA,NA,NA,male,NA,NA,NA,German,NA,"trade, technical, or vocational training",NA
8f5a4b2b4f6abfbf061846ebaddce163,44,NA,United States of America,software development and IT,Self-employed business owner,NA,male,120000,freelance ,NA,English,married or domestic partnership,bachelor's degree,NA
6c98dedcfda054b0ba019293fe89b67f,29,NA,Venezuela,software development and IT,Employed for wages,NA,male,40000,NA,NA,Spanish,NA,"professional degree (MBA, MD, JD, etc.)",NA
44e04db6b327e0c35106fa8617965cce,16,NA,Japan,NA,Self-employed business owner,80000,male,60000,work for a startup,  Data Scientist / Data Engineer,English,NA,bachelor's degree,10000
dcad5eb77da74870f8f77a097f3f4637,29,NA,United States of America,NA,Not working and not looking for work,80000,female,NA,work for a medium-sized company,Full-Stack Web Developer,English,NA,bachelor's degree,NA
3e719de27341fe7f3f83559b3382b24b,21,NA,Egypt,software development and IT,Employed for wages,NA,male,38000,NA,NA,Arabic,NA,high school diploma or equivalent (GED),NA
3aaf72a29ab22358753bb2c079212b6d,32,NA,Venezuela,software development and IT,Employed for wages,NA,male,10000,start your own business,NA,Spanish,married or domestic partnership,bachelor's degree,NA
bcf2a324404a9830430e07d4f96492f6,24,NA,Poland,software development and IT,Self-employed freelancer,NA,male,10000,NA,NA,Polish,NA,"some college credit, no degree",NA
e31a3b23a01ac559770666502c14435d,43,NA,Spain,software development and IT,Employed for wages,NA,male,30000,freelance ,NA,Spanish,NA,master's degree (non-professional),NA
d1277ee75ebab4a9686ebbf18dbc84fc,26,NA,United States of America,software development and IT,Employed for wages,NA,male,50000,freelance ,NA,English,married or domestic partnership,associate's degree,NA
fcd57c1eb75e8831dc289fd33f54b1b7,26,NA,Brazil,software development and IT,Self-employed freelancer,NA,male,15000,NA,NA,Portuguese,married or domestic partnership,no high school (secondary school),NA
2e245bac8991374c8a1190aeeb27b015,28,NA,United States of America,finance,Employed for wages,50000,female,28000,work for a medium-sized company,  Data Scientist / Data Engineer,English,married or domestic partnership,bachelor's degree,25000
792a05b4f089c8755878dc0cafaaccb7,27,NA,United States of America,finance,Employed for wages,NA,male,67000,start your own business,NA,English,NA,bachelor's degree,NA
befca10852900b3fabd009dcc12435dc,22,NA,United States of America,NA,Doing an unpaid internship,NA,male,NA,NA,NA,English,NA,"some college credit, no degree",7000
96632043d731598aa59813286ab7e61f,32,NA,Canada,software development and IT,Employed for wages,NA,male,58000,NA,NA,English,married or domestic partnership,bachelor's degree,NA
2eae1351f3ba0c95981bd5ec3a112ae6,23,1,United States of America,software development and IT,Employed for wages,NA,male,56000,NA,NA,English,married or domestic partnership,bachelor's degree,NA
8496cbede51cceb3b0ded6db968612ad,30,2,United States of America,software development and IT,Employed for wages,90000,male,70000,work for a multinational corporation,  User Experience Designer,English,married or domestic partnership,bachelor's degree,NA
c6e328b5d4741fc829fd9c9fc98a5a38,34,NA,United Kingdom,software development and IT,Employed for wages,NA,male,60000,NA,NA,Hindi,married or domestic partnership,"professional degree (MBA, MD, JD, etc.)",NA
db5acb68691e7b11d02b25e3380f4c35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9540f3a879df9c1a65978783b48c7007,28,NA,United States of America,education,Employed for wages,NA,male,32000,freelance ,NA,English,married or domestic partnership,bachelor's degree,NA
0d264896d409adcfb6a6a49ecbb9fe61,34,NA,Brazil,education,Employed for wages,NA,male,15000,NA,NA,Portuguese,married or domestic partnership,"professional degree (MBA, MD, JD, etc.)",NA
0cc0446b7b23e1d17bc61946e56d285f,43,3,United States of America,NA,Employed for wages,NA,male,22000,freelance ,NA,English,divorced,"some college credit, no degree",6000
e4b360df9f66f507437bcad515f6f3e3,43,2,United Kingdom,NA,Not working but looking for work,NA,male,NA,NA,NA,English,married or domestic partnership,master's degree (non-professional),NA
2826b43f0a1f4c5964ec75f475c135da,25,NA,India,software development and IT,Employed for wages,NA,male,10000,freelance ,NA,Telugu,"single, never married","professional degree (MBA, MD, JD, etc.)",25000
fc423296346062f38283e79bfbe5836e,37,1,United Kingdom,architecture or physical engineering,Employed for wages,NA,male,80000,start your own business,NA,English,married or domestic partnership,master's degree (non-professional),NA
be28f0f1be67ab076dc666bd939d9571,26,NA,United States of America,NA,NA,48000,male,NA,work for a medium-sized company,Back-End Web Developer,English,NA,"some college credit, no degree",18000
cf70eb40168a3f63d1e131bd4d3c534d,25,NA,South Africa,education,Employed for wages,NA,male,10000,start your own business,NA,English,married or domestic partnership,bachelor's degree,NA
6966036ec01b9e51542d37ea959d23e0,23,NA,Denmark,software development and IT,Employed for wages,NA,male,22000,NA,NA,Khmer,NA,high school diploma or equivalent (GED),NA
17250599c417c2a52c5cb44cd9fd3fb3,NA,NA,United States of America,education,Employed for wages,NA,female,NA,freelance ,NA,English,NA,bachelor's degree,NA
